Category,Procuct,Country,Date,Month,Year,Verified,Helpful,Title,Body,Rating,,,
Vitamin C,B0013P1GD6,United States ,April 16,April,2015,yes,-,Easy way to treat diseases that require high doses of ...,Easy way to treat diseases that require high doses of C to heal.... and having the serum levels stay steady is a genuine plus...Dr. Emahiser,5,,,
Vitamin C,B0013P1GD6, India ,August 6,August,2017,yes,yes,with rose hips makes vitamin c absorb better. My nutra mart sells authentic now foods like ...,"Effective since day 1, with rose hips makes vitamin c absorb better. My nutra mart sells authentic now foods like health mall. I continued my purchase at my nutra mart, delivered in good time, packing.",5,,,
Vitamin C,B0013P1GD6,United States ,November 13,November,2016,yes,-,Five Stars,Effectively flush free as advertised. Will purchase again.,5,,,
Vitamin C,B0013P1GD6,United States ,October 13,October,2020,-,-,El artículo no llego a su destino,El artículo no llego a su destino,1,,,
Vitamin C,B0013P1GD6,United States ,November 9,November,2018,yes,-,Enerfy,Energy. Boosting. Nice taste.,5,,,
Vitamin C,B0013P1GD6,United States ,June 18,June,2015,yes,-,Five Stars,Entire family uses this brand and take them 2 times a day.,5,,,
Vitamin C,B0013P1GD6,United States ,April 30,April,2020,yes,-,They really work,"Even though these tablet are huge for my liking, they do absorb well. I don’t know how the absorption process works but after taking them for about a month I can say that I have definitely noticed my skin glowing and I usually get bad sinuses or allergies around this time of the year and I am feeling A OK so far. Feeling me a strong immune system. No signs of getting sick at all. I also want to thank this company for refunding a price drop change with no hesitation.",4,,,
Vitamin C,B0013P1GD6,United States ,January 27,January,2018,yes,-,Everyone needs this,Everyone needs this for those times of sickness,4,,,
Vitamin C,B0013P1GD6,United States ,November 3,November,2019,yes,-,Vitamin c,Everyone needs vitamin “c”,5,,,
Vitamin C,B0013P1GD6,United States ,January 13,January,2019,yes,-,Good seller,Everything was ok,5,,,
Vitamin C,B0013P1GD6,United States ,August 14,August,2014,yes,-,Five Stars,Exactly what I asked for and was expecting.,5,,,
Vitamin C,B0013P1GD6,United States ,April 29,April,2020,yes,-,Excelent,Excelent,5,,,
Vitamin C,B0013P1GD6,United States ,February 6,February,2017,yes,-,Five Stars,Excelent,5,,,
Vitamin C,B0013P1GD6,United States ,March 11,March,2019,yes,-,Excelente,Excelente,5,,,
Vitamin C,B0013P1GD6,United States ,April 29,April,2019,yes,-,Exelente,Excelente,5,,,
Vitamin C,B0013P1GD6,United States ,March 13,March,2019,yes,-,Excelente,Excelente,5,,,
Vitamin C,B0013P1GD6,United States ,March 26,March,2019,yes,-,Precio,Excelente,5,,,
Vitamin C,B0013P1GD6,United States ,December 30,December,2019,yes,-,Excelente,Excelente,5,,,
Vitamin C,B0013P1GD6,United States ,August 7,August,2020,yes,-,Satisfecho,Excelente Calidad muy buenas para la salud muy satisfecho con el producto.,5,,,
Vitamin C,B0013P1GD6,United States ,August 4,August,2020,yes,-,Recomendado,Excelente marca,5,,,
Vitamin C,B0013P1GD6,United States ,March 6,March,2018,yes,-,Five Stars,Excelente producto,5,,,
Vitamin C,B0013P1GD6,United States ,May 13,May,2020,yes,-,Bueno,Excelente producto !,5,,,
Vitamin C,B0013P1GD6,United States ,April 4,April,2017,yes,-,Five Stars,Excelente!!!!!!!,5,,,
Vitamin C,B0013P1GD6,United States ,November 26,November,2019,yes,-,Excellent,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,March 3,March,2020,yes,-,Excellent,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,July 3,July,2017,yes,-,Five Stars,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,January 30,January,2017,yes,-,Five Stars,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,June 3,June,2020,yes,-,Product Quality,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,August 25,August,2018,yes,-,Excellent,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,June 15,June,2019,yes,-,Easy to swallow,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,March 20,March,2020,yes,-,It works,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,February 7,February,2017,yes,-,Excellent,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,December 23,December,2015,yes,-,Five Stars,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,March 10,March,2015,yes,-,Five Stars,Excellent,5,,,
Vitamin C,B0013P1GD6,United States ,January 25,January,2015,yes,-,Five Stars,Excellent --very happy with this product.,5,,,
Vitamin C,B0013P1GD6,United States ,July 14,July,2019,yes,-,Excellent Product!,Excellent Product!,5,,,
Vitamin C,B0013P1GD6,United States ,June 28,June,2018,yes,-,Five Stars,Excellent Product.,5,,,
Vitamin C,B0013P1GD6,United States ,April 19,April,2015,-,-,Five Stars,Excellent Vitamin C Tablet.,5,,,
Vitamin C,B0013P1GD6,United States ,October 5,October,2020,yes,-,Live life,Excellent bang for your buck and bod!,5,,,
Vitamin C,B0013P1GD6,United States ,February 14,February,2015,yes,-,I recommend this seller,Excellent item,5,,,
Vitamin C,B0013P1GD6,United States ,September 24,September,2019,yes,-,Excellent product,Excellent product,5,,,
Vitamin C,B0013P1GD6,United States ,April 2,April,2015,yes,-,Five Stars,Excellent product,5,,,
Vitamin C,B0013P1GD6,United States ,March 31,March,2015,yes,-,Five Stars,Excellent product have used it for years,5,,,
Vitamin C,B0013P1GD6, India ,July 14,July,2018,yes,-,Definitely buy it. Now food product is best.,"Excellent product, it's a must to have for good immunity. Very helpful.",5,,,
Vitamin C,B0013P1GD6,United States ,December 8,December,2018,yes,-,Excellent product,"Excellent product, timely delivery!",5,,,
Vitamin C,B0013P1GD6,United States ,April 7,April,2020,yes,-,Easy to swallow.,Excellent product.,5,,,
Vitamin C,B0013P1GD6,United States ,October 6,October,2019,yes,yes,I highly recommend it,"Excellent product. Easy to swallow. There’s no strong/bad taste at all. Lasts a lot. Great value for money. It’s definitely improved my general health quality. I feel so energized and never caught a cold in years, since I’ve started taking it regularly. I’m very satisfied. Totally recommend it.",5,,,
Vitamin C,B0013P1GD6,United States ,June 16,June,2015,yes,-,Five Stars,Excellent quality and price,5,,,
Vitamin C,B0013P1GD6,United States ,August 27,August,2019,yes,-,"Fast shipping, excellent item",Excellent result,5,,,
Vitamin C,B0013P1GD6,United States ,July 14,July,2016,yes,-,Would recommend,Excellent supplement,5,,,
Vitamin C,B0013P1GD6,United States ,October 24,October,2020,yes,-,Good value!,Excellent value for the money!,5,,,
Vitamin C,B0013P1GD6,United States ,May 15,May,2020,yes,-,Great value,Excellent value for the price,5,,,
Vitamin C,B0013P1GD6,United States ,September 9,September,2019,yes,-,Excellent,Excellent vitamin. Seems to have helped with a skin condition as well. Would buy again.,5,,,
Vitamin C,B0013P1GD6,United States ,November 19,November,2015,yes,-,Five Stars,Excellent!!!,5,,,
Vitamin C,B0013P1GD6,United States ,December 28,December,2014,yes,-,Five Stars,"Excellent, I will keep buying.",5,,,
Vitamin C,B0013P1GD6,United States ,November 5,November,2017,yes,-,Time Release vit c,Excellent.,5,,,
Vitamin C,B0013P1GD6,United States ,April 18,April,2020,yes,-,Good,Exellent,5,,,
Vitamin C,B0013P1GD6,United States ,January 14,January,2019,yes,-,perfect,Extra fast delivery. Exactly as described.,5,,,
Vitamin C,B0013P1GD6,United States ,July 5,July,2020,yes,-,It works,Extra vit. C,5,,,
Vitamin C,B0013P1GD6,United States ,April 23,April,2016,yes,-,Gluten-free vitamin C,FABULOUS PRODUCT!!!!!,5,,,
Vitamin C,B0013P1GD6,United States ,March 4,March,2020,yes,-,Fantastic!,Fantastic product! Has become a staple in my morning routine!,5,,,
Vitamin C,B0013P1GD6,United States ,August 31,August,2015,yes,-,Five Stars,"Fast shipping, quality product, thanks!",5,,,
Vitamin C,B0013P1GD6,United States ,December 14,December,2018,yes,-,Vitamin C helps me stay healthy,"Finding a 1,000 mg QUALITY vitamin C is difficult sometimes; this C-1000 by NOW is a good price for a one-a-day tablet and I appreciate the Rose Hips which are included.",5,,,
Vitamin C,B0013P1GD6,United States ,August 15,August,2015,yes,yes,Good product!,"Finding sustained-release Vitamin C in 1000mg tablets was hard to do when my usual source stopped carrying them.  I take 2 tablets a day and with sustained release, the vitamin is in my system all day and not flushed through with the water I drink regularly. I took a good look at the reviews for this product and company, and so ordered these.  Working well!  Amazon comes through again....",5,,,
Vitamin C,B0013P1GD6,United States ,December 15,December,2019,yes,-,"These aze tablets, not capsules","Finding tablets harder to swallow,  so for me it is worth spending more to get an easier capsule. No idea  of aborbencv.",3,,,
Vitamin C,B0013P1GD6,United States ,July 11,July,2018,yes,-,Five Stars,Fine,5,,,
Vitamin C,B0013P1GD6,United States ,August 17,August,2015,yes,-,Five Stars,Fine,5,,,
Vitamin C,B0013P1GD6, Canada ,July 15,July,2016,yes,-,Five Stars,Fine. As expected,5,,,
Vitamin C,B0013P1GD6,United States ,October 30,October,2018,yes,-,GOOD PRODUCT,"First time I tried this brand, was hesitant at first, but am very happy with it",5,,,
Vitamin C,B0013P1GD6,United States ,October 30,October,2015,yes,yes,NOW foods usually offers the best bang for you buck for quality vitamins,"First will talk about the product, NOW foods usually offers the best bang for you buck for quality vitamins, this is no different. Doesn't taste bad, or is hard to digest. Good price high amount of vit c 5/5Now if you haven't supplemented with vitamin C I recommend you look up the benefits of vitamin C in higher dosages. Simply it is one of the first essential supplements I recommend. It has helped with extremely high cortisol levels and next time I was tested within that time the only thing different was taking 2-3 pills of vit c per meal so each day total around 15, and my levels were within normal meaning I did not need to take corto steroids, once I stopped- guess what my levels became out of whack again. Message of the day, take your vitamin C kids.",5,,,
Vitamin C,B0013P1GD6,United States ,August 6,August,2017,yes,-,Good choice,Fits in well with all of my other supplements. Smooth pill is fairly easy to swallow.,5,,,
Vitamin C,B0013P1GD6,United States ,January 16,January,2018,yes,yes,"Doesn't dissolve, easy to swallow.",For being a somewhat horsepill it doesn't dissolve strangely in your mouth and is easy to swallow. No chalky aftertaste or getting stuck down the middle of your throat like other brands. Now keeps delivering at an affordable price.,5,,,
Vitamin C,B0013P1GD6,United States ,May 10,May,2015,-,-,Do you need 1667% of Vitamin C than what's needed daily?,"For people who buy this product ( NOW Foods Vitamin C-1000 Sustained Release), do you realize that you are taking 1667% of Vitamin C rather than 100% of its Daily Value?",3,,,
Vitamin C,B0013P1GD6,United States ,December 24,December,2008,-,yes,Excellent Vitamin C Tablet,"For some months now I have been using a brand, which I will keep anonymus, of Vitamin C from one of the wholesale clubs.  It was inexpensive and you got a lot.  I was getting near the end of the bottle and have a cold coming on which my sinuses are inflamed and a dry burn in my chest when I cough.  I've been doing mega doses of those Vitamin C, about 1000 mg per hour, just to keep myself from getting worse.So, today UPS shows up with my Now Foods Vitamin C.  I took one tablet about 3 hours ago and not only am I not getting worse, but I am getting better.  I can breathe through my nose and stuff has loosened up in my chest and burns a lot less.Vitamin C is not only a great anti-oxident, but has anti-inflamatory properties and anti-viral properties, which makes it the best thing to use when it comes to a cold.  Leave the chemicals alone, you can't hurt yourself with too much Vitamin C even if you do take too much, you're body will just expell what it doesn't need.I also use Now Foods Quercetin with Bromelain after doing research on asthma and asthma treatments and how harmful the meds are.  Since using Quercetin I haven't had an asthma attack that I've had to be hospitalized for since.  This use to happen 3 or 4 times a year prior, usually during the months when windows are closed.I believe Now Foods makes the highest quality products and foods too.  I just remembered I order Now Foods Walnut Halves here on Amazon too and they too were excellent.  Obviously I can't say enough about Now Foods products.",5,,,
Vitamin C,B0013P1GD6,United States ,October 15,October,2015,yes,yes,Why your coworkers are sick and you're not!,"For the cost, they are one of the cheapest sources of well dosed vitamin C. The rose hips is just a marketing ploy, but the vitamin C is well deserved. This is the reason why all of my coworkers are sick during the season change and I'm not, just be sure to drink lots of water with it as its water soluble.",5,,,
