,Category,Subcat,name,price,price_cat,stars,stars_cat,sales,sales_cat
1839,Video & Animation,App & Website Previews,create pro quality web or app promo video,20,Low,5,Five,2,Low
1840,Video & Animation,Animated GIFs,create 3d animated gif with my exclusive styles,60,Medium,5,Five,11,Low
1841,Music & Audio,Audio Ads ProductionNew,grabar una voz adolescente en español con acento mexicano,5,Very Low,5,Five,1,Low
1842,Music & Audio,DJ Drops & Tags,voice sexy british  female dj drops or jingle with fx,15,Low,4.9,Four+,406,Huge
1843,Video & Animation,App & Website Previews,create an outstanding app promo video for ios or android,50,Low,5,Five,39,Low
1844,Digital Marketing,Music Promotion,"play your song to 190,000 listeners a month",15,Low,4.9,Four+,57,Moderate
1845,Programming & Tech,E-Commerce Development,create an attractive ecommerce website online store,5,Very Low,4.9,Four+,35,Low
1846,Music & Audio,Vocal Tuning,"tune, edit and mix your vocals, detailed approach",5,Very Low,5,Five,23,Low
1847,Programming & Tech,Data Analysis & Reports,build your custom excel spreadsheet,100,Medium,5,Five,127,Moderate
1848,Programming & Tech,QA,"audit and provide high quality web, app testing with detailed reports",5,Very Low,4.8,Four+,14,Low
1849,Programming & Tech,Chatbots,help set up bots for new streamer,25,Low,5,Five,3,Low
1850,Writing & Translation,Speechwriting,write your wedding vows,70,Medium,4.9,Four+,42,Low
1851,Writing & Translation,Press Releases,write your artist statement,65,Medium,4.9,Four+,140,Moderate
1852,Business,Branding Services,design a minimalist signature brand board for you,55,Medium,5,Five,7,Low
1853,Video & Animation,App & Website Previews,create a custom 2d app explainer video or app promo video,50,Low,5,Five,4,Low
1854,Writing & Translation,Sales Copy,consult for starting a freelance business,100,Medium,5,Five,3,Low
1855,Lifestyle,Online Lessons,do your all online educational courses,50,Low,4.9,Four+,5,Low
1856,Music & Audio,SongwritersNew,sing and write an acoustic version song from your lyric,30,Low,5,Five,4,Low
1857,Writing & Translation,Product Descriptions,"write killer amazon product description, product listing page optimization fba",60,Medium,5,Five,72,Moderate
1858,Video & Animation,Subtitles & Captions,"create japanese, chinese or english subtitles for video",5,Very Low,5,Five,72,Moderate
1859,Music & Audio,Dialogue Editing,edit mix and master your audio podcast voiceover,5,Very Low,5,Five,1,Low
1860,Music & Audio,Session Musicians,record a pro live brass section for your song or loop,50,Low,5,Five,45,Low
1861,Video & Animation,Lyric & Music Videos,make a hand drawn animated lyric video with drawings,90,Medium,4.9,Four+,211,Huge
1862,Business,Flyer Distribution,post your ads manually on top rated classified sites in USA,10,Very Low,5,Five,2,Low
1863,Writing & Translation,UX Writing,"write, edit UX copy, user journey for your website or app",15,Low,5,Five,1,Low
1864,Programming & Tech,Chatbots,custom design your  messenger chat bot in manychat,55,Medium,4.9,Four+,22,Low
1865,Video & Animation,Live Action Explainers,create commercial brand marketing video ads or slideshow,5,Very Low,5,Five,1,Low
1866,Business,Data Entry,"create, edit and  format ms word, pp presentations",5,Very Low,4.9,Four+,7,Low
1867,Lifestyle,Family & Genealogy,do genealogical research and create your family tree,40,Low,5,Five,1,Low
1868,Writing & Translation,Book & eBook Writing,"be your book writer, ebook writer, and ghost writer",65,Medium,4.9,Four+,26,Low
1869,Programming & Tech,Desktop Applications,"develop, fix, debug c, cpp,c sharp programs for you",15,Low,5,Five,108,Moderate
1870,Music & Audio,Audio Ads ProductionNew,record american male audio in 24 hours,45,Low,nul,No Star,nul,No Sale
1871,Video & Animation,Animation for Kids,create amazing professional 2d animations in 24 hours,10,Very Low,4.9,Four+,100,Moderate
1872,Digital Marketing,Mobile Marketing & Advertising,organic mobile app promotion and game marketing to get unexpected download,15,Low,4.2,Four+,6,Low
1873,Programming & Tech,User Testing,audit your website from a UX perspective,15,Low,4.7,Four+,179,Huge
1874,Writing & Translation,Translation,translate hebrew to english or english to hebrew,10,Very Low,5,Five,57,Moderate
1875,Digital Marketing,Web Traffic,drive real tested and trusted google traffic to your website,40,Low,4.8,Four+,23,Low
1876,Writing & Translation,Grant Writing,write a winning grant proposal for you,55,Medium,5,Five,1,Low
1877,Lifestyle,"Health, Nutrition & Fitness",create a cooking video recipe,40,Low,5,Five,66,Moderate
1878,Video & Animation,Intros & Outros,create high resolution youtube intro video,20,Low,4.9,Four+,237,Huge
1879,Writing & Translation,Legal Writing,"draft legal contracts, documents, and agreements",15,Low,5,Five,1,Low
1880,Music & Audio,Voice Over,"record a dynamic, professional british female voice over",30,Low,5,Five,197,Huge
1881,Programming & Tech,WordPress,increase page load speed and optimize your wordpress website,100,Medium,nul,No Star,nul,No Sale
1882,Lifestyle,Collectibles,"mail you 8 comic books from marvel, dc, indie",15,Low,5,Five,15,Low
1883,Business,Data Entry,do market research and find leads with contact information,100,Medium,5,Five,9,Low
1884,Programming & Tech,Online Coding LessonsNew,teach you how to develop mobile apps,20,Low,5,Five,42,Low
1885,Writing & Translation,Technical Writing,"write, rewrite or update your user guide or instruction manual",170,Medium,5,Five,6,Low
1886,Lifestyle,Family & Genealogy,trace your family tree,5,Very Low,5,Five,176,Huge
1887,Writing & Translation,Sales Copy,write for you the perfect webinar optin page copy and followup email,30,Low,5,Five,15,Low
1888,Digital Marketing,E-Commerce Marketing,run ROI sales shopify marketing and shopify promotion to drive USA sales traffic,30,Low,4.9,Four+,16,Low
1889,Video & Animation,Animation for Streamers,"make custom mascot , twitch logo animation",15,Low,4.9,Four+,32,Low
1890,Writing & Translation,Podcast Writing,create show notes for your podcast,20,Low,4.9,Four+,12,Low
1891,Digital Marketing,Mobile Marketing & Advertising,do your app marketing,10,Very Low,5,Five,4,Low
1892,Programming & Tech,QA,write jmeter script for performance testing,40,Low,5,Five,12,Low
1893,Writing & Translation,Brand Voice & Tone,develop your brand identity and voice,596,High,4.8,Four+,21,Low
1894,Writing & Translation,Social Media Copy,write the perfect ad copy for your facebook ads,15,Low,4.7,Four+,2,Low
1895,Writing & Translation,UX Writing,"deliver clear and creative copy for your brand, on time",100,Medium,nul,No Star,nul,No Sale
1896,Writing & Translation,Creative Writing,write apt lyrics and vocal melody for your song or jingle,25,Low,5,Five,37,Low
1897,Business,Virtual Assistant,be your flexible virtual assistant,20,Low,5,Five,12,Low
1898,Music & Audio,Singers & Vocalists,be your singer songwriter lyrics vocals guitar,70,Medium,5,Five,206,Huge
1899,Business,Virtual Assistant,"cold call, or custom sales script to generate appointments",180,Medium,5,Five,327,Huge
1900,Music & Audio,Vocal Tuning,"do professional vocal tuning, cleaning and processing",5,Very Low,4.9,Four+,14,Low
1901,Digital Marketing,Domain Research,find high authority ahrefs DR 50 expired domains,5,Very Low,4.9,Four+,29,Low
1902,Writing & Translation,Creative Writing,do your business and finance research and writing work,70,Medium,4.9,Four+,15,Low
1903,Lifestyle,Spiritual & Healing,give you a premade guided meditation for commercial use,10,Very Low,5,Five,68,Moderate
1904,Digital Marketing,Local SEO,do 150 live local seo citations for local businesses,25,Low,4.9,Four+,268,Huge
1905,Programming & Tech,Databases,"design database, sql queries, mysql, oracle and ms access",10,Very Low,4.9,Four+,32,Low
1906,Lifestyle,Gaming,"write dungeons and dragons adventures, content or campaigns",5,Very Low,5,Five,34,Low
1907,Lifestyle,Relationship Advice,"chat, listen with empathy and offer advice",5,Very Low,5,Five,5,Low
1908,Lifestyle,Traveling,provide you any kind of information from and about mexico,5,Very Low,5,Five,4,Low
1909,Music & Audio,Producers & Composers,be your ghost producer in house music,40,Low,5,Five,108,Moderate
1910,Music & Audio,SongwritersNew,write you a pop song or write and sing your song,125,Medium,5,Five,94,Moderate
1911,Music & Audio,Online Music LessonsNew,provide you pro singing lessons and vocal coaching,20,Low,5,Five,16,Low
1912,Lifestyle,Astrology & Readings,use hypnotherapy and nlp telepathy to read anyone mind,5,Very Low,5,Five,35,Low
1913,Writing & Translation,LinkedIn Profiles,create a linkedin profile for you,350,High,5,Five,3,Low
1914,Writing & Translation,Website Content,create compelling sales and website content copywriting,75,Medium,5,Five,41,Low
1915,Writing & Translation,Case Studies,research and deliver your powerful case study within 24 hours,20,Low,4.7,Four+,7,Low
1916,Writing & Translation,Book & eBook Writing,take your story idea and make an 8 chapter outline,45,Low,4.9,Four+,51,Moderate
1917,Writing & Translation,Translation,translate from english or italian to russian up to 500 words,5,Very Low,5,Five,421,Huge
1918,Music & Audio,Singers & Vocalists,record professional vocals on your project,120,Medium,5,Five,26,Low
1919,Video & Animation,Lyric & Music Videos,"create a unique lyric video for your metal, pop or rap track",190,Medium,5,Five,290,Huge
1920,Lifestyle,Family & Genealogy,make your family tree,10,Very Low,4.6,Four+,11,Low
1921,Video & Animation,Local PhotographyBeta,shoot your interior design project for your portfolio,250,High,nul,No Star,nul,No Sale
1922,Programming & Tech,Development for StreamersNew,help you live stream to multiple social media sites,5,Very Low,4,Four+,1,Low
1923,Video & Animation,Visual Effects,do vfx high quality rotoscoping and keying for your shots,100,Medium,5,Five,15,Low
1924,Programming & Tech,Web Programming,build a custom google chrome extension,300,High,5,Five,54,Moderate
1925,Video & Animation,Animated GIFs,create owsome lottie animations,20,Low,5,Five,2,Low
1926,Music & Audio,Session Musicians,provide a violin and cello string duo for your track,40,Low,5,Five,80,Moderate
1927,Business,Project ManagementNew,do anything on project management,40,Low,4.9,Four+,63,Moderate
1928,Writing & Translation,Research & Summaries,write business sales and marketing research project reports,10,Very Low,5,Five,15,Low
1929,Music & Audio,Audiobook ProductionNew,"edit, mix and master your audiobook to pass acx requirements",20,Low,5,Five,17,Low
1930,Music & Audio,Voice Over,record a professional german female voiceover,50,Low,5,Five,723,Huge
1931,Music & Audio,Sound DesignNew,do amazing jingles and podcast intro,20,Low,5,Five,114,Moderate
1932,Lifestyle,Fitness Lessons,create professional custom workout fitness videos,40,Low,5,Five,62,Moderate
1933,Lifestyle,Your Message On...,be your bearded male model,10,Very Low,5,Five,17,Low
1934,Music & Audio,Mixing & Mastering,do analog mixing and mastering for your music,35,Low,5,Five,85,Moderate
1935,Writing & Translation,Resume Writing,"professionally edit your resume, cover letter, linkedin",125,Medium,5,Five,70,Moderate
1936,Music & Audio,Session Musicians,give you smooth sounding acoustic drums,30,Low,5,Five,4,Low
1937,Programming & Tech,Support & IT,do cyber security consultant,60,Medium,5,Five,63,Moderate
1938,Video & Animation,Animation for Kids,make a gacha movie for you,10,Very Low,5,Five,4,Low
1939,Lifestyle,Collectibles,air jordan authentication service,5,Very Low,5,Five,2,Low
1940,Lifestyle,Craft Lessons,create handicraft and painting videos,15,Low,5,Five,4,Low
1941,Programming & Tech,Chatbots,"create a facebook messenger chatbot in manychat,chatfuel",10,Very Low,5,Five,287,Huge
1942,Music & Audio,Voice Over,deliver british pro female voice over,90,Medium,5,Five,137,Moderate
1943,Music & Audio,Audiobook ProductionNew,narrate your acx compliant audiobook,25,Low,5,Five,4,Low
1944,Programming & Tech,Chatbots,"architect your chatbot on aws, gcp or azure",500,High,nul,No Star,nul,No Sale
1945,Lifestyle,Fitness Lessons,be your online personal trainer and fitness programmer,5,Very Low,5,Five,7,Low
1946,Music & Audio,Audiobook ProductionNew,offer voice service in spanish,10,Very Low,5,Five,1,Low
1947,Writing & Translation,Grant Writing,write sports and recreation grant proposal,35,Low,5,Five,6,Low
1948,Programming & Tech,Web Programming,do bigbluebutton integration in any php application,100,Medium,5,Five,4,Low
1949,Business,Project ManagementNew,document how to organize and streamline your business processes,75,Medium,5,Five,2,Low
1950,Video & Animation,Whiteboard & Animated Explainers,create an animated explainer video,200,Medium,4.9,Four+,1k+,Huge
1951,Programming & Tech,Support & IT,automate any process using uipath studio,50,Low,5,Five,4,Low
1952,Writing & Translation,Sales Copy,write best facebook ad copy ever,55,Medium,5,Five,34,Low
1953,Writing & Translation,White Papers,"write and design a professional ico, ieo white paper",40,Low,5,Five,6,Low
1954,Writing & Translation,LinkedIn Profiles,review your linkedin profile and CV,10,Very Low,5,Five,2,Low
1955,Writing & Translation,Proofreading & Editing,Our studio will offer book publishing services,115,Medium,4.9,Four+,6,Low
1956,Programming & Tech,Databases,"program and teaching oracle pl sql, sql, plsql task for you",5,Very Low,5,Five,3,Low
1957,Music & Audio,Podcast EditingNew,professionally edit audio for your podcast,10,Very Low,5,Five,73,Moderate
1958,Lifestyle,Greeting Cards & Videos,make a happy birthday video for you,5,Very Low,5,Five,13,Low
