"","category","amount","gender","city","state","fraud","age"
"204249","home",91.41,"M","San Antonio","TX","0",25
"204342","personal_care",3.54,"F","Laramie","WY","0",32
"204613","health_fitness",58.69,"M","Mounds","OK","0",38
"204747","grocery_pos",88.34,"M","Zaleski","OH","0",42
"204829","shopping_pos",127.3,"M","Grand Junction","TN","0",46
"204847","grocery_pos",128.18,"F","Carlotta","CA","0",69
"204986","grocery_net",53.1,"M","Lonetree","WY","0",39
"205016","entertainment",10.95,"M","Mallie","KY","0",94
"205084","gas_transport",79.25,"M","Lane","OK","0",60
"205382","grocery_pos",101.59,"M","Lahoma","OK","0",31
"205618","grocery_pos",42.11,"M","Hawthorne","CA","0",25
"205638","shopping_net",91.46,"M","Smithfield","IL","0",47
"205746","gas_transport",54.19,"F","Mount Morris","NY","0",62
"205774","misc_net",8.41,"F","Thompson","UT","0",33
"205788","grocery_pos",96.66,"M","Fort Washakie","WY","0",44
"205813","shopping_net",3.91,"M","Louisiana","MO","0",80
"205904","gas_transport",56.79,"F","Brandon","FL","0",42
"205963","grocery_net",50.28,"M","Smock","PA","0",30
"205978","grocery_pos",44.72,"M","Wittenberg","WI","0",66
"206019","grocery_pos",86.06,"M","Keller","TX","0",33
"206060","gas_transport",68.69,"F","Avoca","IA","0",49
"206094","misc_pos",18.64,"F","Karnack","TX","0",89
"206108","grocery_net",70.85,"M","Port Richey","FL","0",45
"206116","gas_transport",32.76,"F","Ruidoso","NM","0",20
"206199","gas_transport",72.87,"M","Roseland","NE","0",72
"206289","home",56.9,"F","Conway","WA","0",36
"206329","kids_pets",23.98,"F","West Sayville","NY","0",30
"206390","home",101.32,"F","De Witt","AR","0",27
"206404","misc_net",5.25,"M","Norman Park","GA","0",17
"206474","food_dining",16.88,"M","Glendale","CA","0",38
"206579","misc_net",2.42,"M","San Antonio","TX","0",25
"206657","kids_pets",36.4,"M","Norman Park","GA","0",17
"206679","shopping_pos",5.62,"F","Lanark Village","FL","0",30
"206817","kids_pets",41.41,"M","Mayersville","MS","0",41
"207132","misc_net",7.39,"M","Moorhead","MS","0",21
"207207","home",45.24,"M","Kenner","LA","0",79
"207304","entertainment",178.59,"M","Rock Tavern","NY","0",83
"207325","shopping_pos",1.34,"F","Allentown","PA","0",22
"207350","kids_pets",46.42,"M","Big Creek","KY","0",36
"207427","grocery_pos",60.79,"M","Hudson","NY","0",22
"207771","entertainment",17.75,"M","Belgrade","MT","0",45
"207909","health_fitness",152.21,"F","Bonfield","IL","0",30
"208016","health_fitness",27.48,"M","Vinton","CA","0",54
"208062","kids_pets",9.08,"M","Corriganville","MD","0",60
"208316","kids_pets",59.34,"M","Lamberton","MN","0",27
"208327","misc_pos",250.97,"F","Battle Creek","IA","0",23
"208331","kids_pets",21.17,"F","Walnut Ridge","AR","0",43
"208401","health_fitness",2.44,"M","Moriarty","NM","0",32
"208627","shopping_pos",8.68,"M","Tyaskin","MD","0",55
"208752","shopping_net",144.63,"F","Eagarville","IL","0",58
"208759","gas_transport",68.36,"F","Los Angeles","CA","0",61
"208923","gas_transport",69.76,"M","Cochranton","PA","0",47
"208998","grocery_pos",66.67,"M","Kensington","MD","0",44
"209013","shopping_net",104.94,"M","Lonetree","WY","0",39
"209040","misc_net",227.85,"F","Sutherland","NE","0",38
"209119","health_fitness",12.41,"F","Browning","MO","0",66
"209148","food_dining",44.17,"F","Sun City","CA","0",48
"209374","personal_care",16.98,"M","Detroit","MI","0",53
"209422","health_fitness",78.61,"M","Pointe Aux Pins","MI","0",26
"209559","shopping_pos",28.36,"F","Cottekill","NY","0",30
"209602","personal_care",86.57,"M","Harrodsburg","IN","0",65
"209860","health_fitness",39.88,"M","Lake Jackson","TX","0",21
"209937","personal_care",62.87,"F","Sherman","TX","0",50
"210080","grocery_net",82.11,"F","North Loup","NE","0",40
"210103","gas_transport",57.95,"M","Elizabethtown","KY","0",30
"210162","grocery_pos",177.24,"F","Paris","MS","0",59
"210168","gas_transport",69.99,"M","Lake Jackson","TX","0",21
"210221","misc_pos",32.93,"M","Kissee Mills","MO","0",40
"210398","gas_transport",47.94,"M","Oriskany Falls","NY","0",71
"210428","grocery_pos",96.53,"M","Deadwood","SD","0",50
"210438","gas_transport",47.47,"F","Lahoma","OK","0",68
"210519","shopping_net",1.78,"F","Sixes","OR","0",92
"210609","entertainment",1.61,"M","Springfield","VA","0",70
"210644","grocery_net",24.87,"M","Hovland","MN","0",19
"210678","shopping_net",93.3,"M","Williams","IN","0",30
"210720","home",13.03,"F","Loami","IL","0",29
"210809","entertainment",352.35,"F","Kilgore","TX","0",37
"210824","entertainment",109.95,"F","Meredith","CO","0",81
"210844","kids_pets",37.65,"F","Rhame","ND","0",65
"210956","home",79.61,"F","New York City","NY","0",39
"211287","shopping_net",398.91,"F","Greendale","WI","0",39
"211497","personal_care",16.29,"F","Conway","WA","0",36
"211574","misc_net",4.37,"F","Thomas","OK","0",34
"211612","personal_care",9.44,"F","Mendon","UT","0",57
"211642","health_fitness",34.27,"F","Saint Amant","LA","0",43
"211763","shopping_net",9.2,"M","Sacramento","CA","0",41
"211770","entertainment",135.36,"M","Wales","AK","0",81
"211807","shopping_net",7.88,"M","Howells","NE","0",92
"211955","shopping_pos",144.9,"M","Hampton","FL","0",37
"212051","grocery_pos",38.97,"M","Monmouth Beach","NJ","0",42
"212090","grocery_pos",160.08,"M","Bolton","NC","0",75
"212149","shopping_pos",6.11,"F","Delhi","LA","0",56
"212288","misc_pos",9.18,"M","Holliday","TX","0",56
"212681","food_dining",18.65,"M","Great Mills","MD","0",47
"212790","food_dining",54.74,"F","Tyler","TX","0",36
"213067","personal_care",1.51,"M","Winfield","WV","0",40
"213116","personal_care",11.8,"F","Jones","AL","0",49
"213129","travel",3.68,"M","Orient","NY","0",52
"213304","personal_care",33.45,"M","Howells","NE","0",92
"213366","kids_pets",31.71,"F","Rocky Mount","MO","0",32
"213433","kids_pets",44.21,"F","Rocky Mount","MO","0",32
"213536","home",20.37,"F","Holstein","NE","0",70
"213742","shopping_net",5.43,"F","Tulsa","OK","0",52
"213772","gas_transport",56.15,"M","Union","WV","0",79
"213866","grocery_pos",136.63,"F","Rhame","ND","0",65
"214027","misc_net",84.48,"F","East Canaan","CT","0",33
"214032","shopping_pos",22.59,"F","Lahoma","OK","0",68
"214111","gas_transport",65.87,"F","Elberta","MI","0",25
"214325","gas_transport",79.55,"F","Edisto Island","SC","0",23
"214337","grocery_net",43.78,"M","Saint Bonaventure","NY","0",46
"214342","shopping_pos",8.68,"M","Utica","KS","0",58
"214370","shopping_pos",1.64,"F","Lahoma","OK","0",68
"214398","grocery_net",42.65,"M","Newark Valley","NY","0",26
"214644","shopping_net",1.83,"F","Allentown","PA","0",22
"214692","food_dining",17.87,"F","Thomas","OK","0",34
"214806","shopping_net",6.75,"F","Lawn","PA","0",48
"214828","personal_care",22.16,"M","Mc Nabb","IL","0",64
"214996","entertainment",122.41,"M","Arnold","MO","0",35
"215123","shopping_pos",251.71,"M","Saint Petersburg","FL","0",31
"215251","health_fitness",16.64,"F","Manor","PA","0",79
"215334","home",47.93,"M","Grantham","NH","0",72
"215445","entertainment",17.25,"M","Ollie","IA","0",51
"215657","gas_transport",73.28,"M","Easton","KS","0",38
"215659","gas_transport",49.82,"F","Tomales","CA","0",66
"215793","grocery_pos",99.18,"F","Mulberry Grove","IL","0",46
"215878","grocery_pos",94.29,"F","Ranier","MN","0",20
"215879","misc_net",24.9,"F","Houston","TX","0",36
"215906","shopping_net",23.34,"F","Fairhope","AL","0",66
"216196","shopping_pos",140.97,"M","Oak Hill","NY","0",49
"216276","entertainment",126.08,"F","Blackville","SC","0",54
"216298","shopping_pos",2.96,"M","Pea Ridge","AR","0",53
"216326","shopping_net",100.54,"M","Jordan Valley","OR","0",27
"216404","gas_transport",84.14,"F","Orangeburg","NY","0",49
"216447","gas_transport",50.51,"F","North Prairie","WI","0",78
"216741","shopping_net",5.42,"M","Laredo","TX","0",49
"216820","shopping_net",9.47,"M","Montgomery","AL","0",26
"216842","misc_pos",3.46,"F","Hills","MN","0",25
"217230","misc_pos",78.95,"F","Plainfield","NJ","0",46
"217355","misc_net",7.79,"M","Hudson","NY","0",22
"217506","health_fitness",13.49,"F","Scotland","MD","0",44
"217837","entertainment",8.79,"F","Cleveland","TX","0",25
"217844","kids_pets",13.19,"F","Plainfield","NJ","0",46
"218072","shopping_net",1.88,"F","Logan","IL","0",44
"218085","food_dining",16.61,"M","Zavalla","TX","0",35
"218160","shopping_pos",1.88,"M","San Antonio","TX","0",45
"218338","grocery_pos",81.73,"M","West Chazy","NY","0",66
"218464","grocery_pos",48.92,"M","Hancock","MD","0",36
"218476","gas_transport",55.61,"M","Detroit","MI","0",53
"218754","misc_pos",248.83,"F","Girard","GA","0",70
"218865","grocery_pos",103.21,"M","West Chazy","NY","0",66
"218977","shopping_pos",3.53,"F","Cassatt","SC","0",59
"219045","grocery_pos",103.84,"F","Roosevelt","OK","0",50
"219141","grocery_net",63.23,"F","Brownville","NY","0",62
"219199","food_dining",123.04,"F","New Waverly","TX","0",72
"219299","misc_pos",34,"M","Collettsville","NC","0",32
"219348","gas_transport",57.55,"M","Amorita","OK","0",62
"219406","misc_pos",2.26,"F","Meadville","MS","0",59
"219426","grocery_pos",68.8,"M","San Antonio","TX","0",45
"219526","home",29.11,"F","Notrees","TX","0",51
"219572","shopping_pos",229.86,"F","Roma","TX","0",30
"219643","shopping_pos",8.66,"F","Altonah","UT","0",30
"219717","entertainment",8.3,"M","Hancock","MD","0",36
"219838","personal_care",50.36,"F","Spencer","SD","0",48
"219907","food_dining",124.17,"F","Odessa","MO","0",48
"219955","health_fitness",19.11,"F","Hills","MN","0",25
"220143","travel",5.03,"F","Matthews","MO","0",41
"220335","health_fitness",24.16,"M","Romulus","MI","0",49
"220428","travel",1.46,"F","Lahoma","OK","0",68
"220448","home",96.75,"F","Brantley","AL","0",62
"220559","personal_care",33.46,"M","Comfrey","MN","0",76
"220712","kids_pets",112.87,"M","Great Mills","MD","0",47
"220810","food_dining",10.78,"F","Catawba","VA","0",80
"220811","travel",8.8,"F","San Jose","CA","0",23
"220813","health_fitness",49.11,"F","Altonah","UT","0",30
"220814","misc_pos",5.43,"F","Smiths Grove","KY","0",21
"220848","shopping_net",4.48,"F","Deane","KY","0",23
"220912","kids_pets",218.38,"F","Conway","WA","0",36
"220973","kids_pets",105.28,"F","Naples","FL","0",86
"221161","travel",6.31,"F","Brownville","NY","0",62
"221182","shopping_net",8.61,"M","Omaha","NE","0",25
"221275","home",1.93,"F","Irvine","PA","0",48
"221374","grocery_pos",75.86,"F","Cleveland","TX","0",25
"221381","home",80.93,"M","West Decatur","PA","0",58
"221388","food_dining",62.29,"M","Lawrence","MA","0",35
"221434","personal_care",7.24,"M","Matawan","NJ","0",27
"221450","home",20.5,"F","Brandon","VT","0",45
"221471","home",65.85,"F","North Prairie","WI","0",78
"221502","entertainment",14.69,"F","Duncan","MS","0",65
"221686","grocery_pos",89.22,"F","Sheffield","MA","0",47
"221805","shopping_pos",3.96,"F","Mifflin","PA","0",66
"221861","gas_transport",77.4,"F","Grassflat","PA","0",64
"222014","grocery_pos",168.2,"F","Moundsville","WV","0",43
"222191","gas_transport",66.15,"M","Hancock","MD","0",36
"222200","shopping_pos",3.85,"M","Stoneham","MA","0",56
"222377","grocery_pos",81.62,"F","Basye","VA","0",48
"222525","gas_transport",77.69,"M","Seneca","WI","0",58
"222602","gas_transport",48.62,"M","Hancock","MD","0",36
"222749","misc_net",1.48,"M","Mount Hope","AL","0",65
"222833","personal_care",15.74,"F","Carlotta","CA","0",69
"222924","food_dining",74.4,"M","Lamy","NM","0",56
"222940","entertainment",32.69,"F","Hinesburg","VT","0",22
"222968","personal_care",7.53,"M","Muskegon","MI","0",25
"223016","food_dining",64.13,"M","Kissee Mills","MO","0",40
"223065","personal_care",68.08,"M","Kissee Mills","MO","0",40
"223129","shopping_net",23.4,"M","New Holstein","WI","0",42
"223155","kids_pets",10.91,"F","Pecos","TX","0",33
"223165","kids_pets",62.52,"M","Elizabethtown","KY","0",30
"223276","home",86.81,"F","Ogdensburg","NJ","0",26
"223281","health_fitness",59.96,"F","Vero Beach","FL","0",34
"223565","health_fitness",2.95,"F","New Ellenton","SC","0",34
"223633","entertainment",172.1,"F","Orangeburg","NY","0",49
"223658","entertainment",57.5,"F","Thrall","TX","0",44
"223871","entertainment",35.54,"F","Cottekill","NY","0",30
"223917","home",72.73,"M","Pikesville","MD","0",43
"223959","health_fitness",13.71,"M","North Judson","IN","0",61
"224015","kids_pets",68.5,"M","Matawan","NJ","0",27
"224167","health_fitness",75.46,"M","Bridger","MT","0",42
"224251","food_dining",33.22,"F","Dunlevy","PA","0",69
"224260","entertainment",21.65,"F","Browning","MO","0",66
"224489","shopping_pos",5.66,"F","Heart Butte","MT","0",48
"224497","health_fitness",77.24,"M","Lahoma","OK","0",31
"224498","kids_pets",113.3,"M","Purmela","TX","0",77
"224563","shopping_net",5.03,"F","Arcadia","SC","0",31
"224568","home",27.17,"F","Wilton","ND","0",72
"224624","grocery_pos",88.85,"M","Auburn","ME","0",62
"224696","gas_transport",55.66,"M","Heidelberg","MS","0",32
"224741","misc_pos",33.1,"M","Nazareth","TX","0",40
"224812","grocery_pos",149.13,"F","Holstein","NE","0",70
"225046","grocery_pos",157.24,"M","North Haverhill","NH","0",73
"225543","misc_net",762.77,"F","Armagh","PA","0",48
"225595","kids_pets",28.56,"F","Shields","ND","0",31
"225709","food_dining",66.59,"F","Jones","AL","0",49
"225767","personal_care",3.62,"F","Minneapolis","MN","0",53
"225830","travel",7.29,"M","Rockwood","PA","0",44
"225910","kids_pets",17.18,"F","Cuthbert","GA","0",73
"225927","personal_care",169.76,"M","Sontag","MS","0",62
"225940","kids_pets",45.68,"F","Wilmington","NC","0",37
"226022","kids_pets",8.49,"F","Amanda","OH","0",28
"226059","food_dining",4.32,"M","Warren","MI","0",40
"226171","gas_transport",65.33,"F","Stanchfield","MN","0",25
"226193","entertainment",10.18,"F","Whigham","GA","0",70
"226222","gas_transport",45.05,"F","Unionville","MO","0",70
"226246","gas_transport",36.36,"F","Barneveld","NY","0",26
"226354","gas_transport",47.62,"F","Thrall","TX","0",44
"226573","grocery_pos",31.37,"M","Crownpoint","NM","0",31
"226646","grocery_pos",105.5,"M","Grand Junction","TN","0",46
"226654","shopping_net",58.46,"M","Harborcreek","PA","0",74
"226924","home",11.86,"F","Llano","NM","0",59
"227318","kids_pets",139.3,"M","Birmingham","AL","0",40
"227512","health_fitness",9.26,"F","Colorado Springs","CO","0",28
"227656","health_fitness",87.62,"F","Meridian","TX","0",50
"227670","health_fitness",142.92,"M","Chester","MD","0",39
"227704","travel",67.49,"M","Kingsville","MD","0",59
"227750","kids_pets",69.24,"M","Payson","IL","0",51
"227778","shopping_net",9.23,"F","Oran","IA","0",48
"228257","misc_net",13.72,"F","Ratcliff","TX","0",71
"228267","grocery_net",105.82,"F","Cuthbert","GA","0",73
"228268","misc_pos",5.7,"F","Tulsa","OK","0",49
"228349","shopping_pos",10.48,"M","Amsterdam","OH","0",59
"228430","grocery_net",65.5,"M","Port Charlotte","FL","0",36
"228449","grocery_pos",123.56,"F","Cisco","IL","0",60
"228575","gas_transport",66.99,"F","Scotland","MD","0",44
"228627","misc_pos",79.8,"F","Cressona","PA","0",54
"228812","food_dining",108.74,"M","Allentown","NY","0",64
"228878","food_dining",33.07,"M","Fulton","OH","0",15
"229038","personal_care",38.91,"F","East Andover","ME","0",50
"229173","shopping_net",1.72,"F","Drakes Branch","VA","0",35
"229219","misc_pos",4.29,"F","Mc Clellandtown","PA","0",49
"229338","entertainment",4.11,"M","Parks","AZ","0",63
"229340","personal_care",74.33,"M","Arcadia","OH","0",87
"229417","shopping_pos",3258.75,"M","Highland","IN","0",38
"229511","travel",1.18,"M","Milner","GA","0",51
"229646","food_dining",83,"M","Cochranton","PA","0",47
"229771","entertainment",18.2,"F","Uledi","PA","0",37
"229824","personal_care",14.34,"M","Aledo","TX","0",36
"229910","gas_transport",33.29,"F","Westerville","NE","0",85
"230001","gas_transport",66.33,"M","Big Indian","NY","0",89
"230172","grocery_pos",114.87,"F","Hooper","NE","0",47
"230272","grocery_pos",119.07,"M","Cazenovia","WI","0",36
"230327","shopping_pos",9.19,"F","Henderson","WV","0",74
"230429","grocery_net",55.14,"F","Clarks Mills","PA","0",23
"230463","gas_transport",96.79,"M","Romulus","MI","0",49
"230464","shopping_net",8.2,"M","Vinton","CA","0",54
"230478","grocery_net",50.14,"F","Bauxite","AR","0",45
"230549","food_dining",56.74,"M","Oxford","MI","0",60
"230835","misc_pos",5.29,"F","Lomax","IL","0",48
"231007","kids_pets",37.27,"F","Elberta","MI","0",25
"231055","shopping_pos",2.51,"M","Highland","IN","0",38
"231069","travel",4.4,"M","Summerfield","NC","0",91
"231320","personal_care",9.86,"M","Oakland","CA","0",46
"231360","kids_pets",51.07,"M","Oaks","PA","0",33
"231457","travel",7.19,"F","Greenwood","IN","0",52
"231600","entertainment",11.06,"F","Grover","NC","0",47
"231696","personal_care",178.43,"F","Chatham","NY","0",49
"231698","health_fitness",76.8,"M","Premier","WV","0",34
"231781","misc_pos",29.54,"M","Big Creek","KY","0",36
"231782","shopping_pos",125.88,"M","Meadville","MO","0",46
"231789","gas_transport",71.07,"M","Mc Veytown","PA","0",23
"232088","gas_transport",66.57,"M","South Hero","VT","0",29
"232124","grocery_pos",120.1,"M","Tower Hill","IL","0",40
"232209","shopping_pos",9.32,"F","Blackville","SC","0",54
"232352","grocery_pos",55.23,"M","Grant","AL","0",48
"232405","misc_net",19.76,"F","Ash Flat","AR","0",94
"232471","shopping_net",203.38,"F","River","KY","0",89
"232481","grocery_pos",163.07,"M","West Decatur","PA","0",58
"232546","gas_transport",67.75,"F","Surrency","GA","0",94
"232582","gas_transport",74.05,"M","Wichita","KS","0",35
"232645","grocery_pos",200.44,"F","Colorado Springs","CO","0",28
"232742","grocery_net",58.96,"M","Big Creek","KY","0",36
"232928","kids_pets",112.84,"F","Mount Clemens","MI","0",93
"232939","personal_care",12.15,"M","Arcadia","MI","0",54
"232940","personal_care",55.87,"F","Cisco","IL","0",60
"233400","personal_care",84.92,"F","Knoxville","TN","0",26
"233403","shopping_net",6.45,"M","Bowdoin","ME","0",23
"233431","entertainment",104.48,"F","Roosevelt","OK","0",50
"233637","shopping_net",27.4,"F","Moriches","NY","0",32
"233647","home",2.96,"F","New Memphis","IL","0",68
"233826","health_fitness",6.82,"F","Hopkins","SC","0",71
"233936","personal_care",56.09,"M","Lima","OH","0",28
"233940","entertainment",321.81,"M","Birmingham","AL","0",40
"233956","entertainment",30.9,"F","Oakford","IL","0",53
"234051","kids_pets",12.32,"F","Allenhurst","NJ","0",85
"234072","personal_care",83.97,"F","Manistique","MI","0",41
"234125","personal_care",4.55,"M","Comfrey","MN","0",76
"234149","kids_pets",91.74,"M","Princeton","IA","0",63
"234158","home",100.39,"F","Hooper","NE","0",47
